column,title,description,date,subject,subject - lcsh,subject - local,location,collecting area,manufacturer,latitude,longitude,archival source,original format,type,format,identifier,rights,provenance,publisher,credit line,digital collection,location id,file size,height,width,color space,checksum,pdflink,compound,cpdmaster,cdmid,objectid
2844,Lillian Byron,"Arcade cards such as this, often featuring bathing beauties, were produced by filmmaker Mack Sennett to promote his slapstick comedies. Printed on front: Mack Sennett Comedies.",,Beaches; Glamour photographs,,,;,Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 3.5 x 5.5 inches;",Image,image/jp2;,match01651.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,6213978 Bytes,,,,2620884825,,,,2844,wienberg2844
2845,Beach road Santa Monica,This image looks north along the Roosevelt Highway (now Pacific Coast Highway) from somewhere near the California Incline.,1940,Roads; Automobiles; Beaches,Santa Monica (Calif.),,Santa Monica (Calif.);,Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 3.5 x 6 inches;",Image,image/jp2;,match01639.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,10226302 Bytes,,,,4115281749,,,,2845,wienberg2845
2847,Four women on beach,Image of four women pose on the beach with houses in background,,Beaches; Bathing suits; Dwellings,Santa Monica (Calif.),,Santa Monica (Calif.);,Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 3.5 x 5.5 inches;",Image,image/tiff,match01633.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,8934326 Bytes,,,,3552170965,,,,2847,wienberg2847
2848,Postcard commemorating opening of Will Rogers Station of Santa Monica post office,"Printed on card: Will Rogers would say: 'For Victory! Buy Defense Bonds.' Commemorating opening of Will Rogers Station of Santa Monica, Cailfornia Post Office March 2nd, 1942.",,Bonds (Negotiable instruments); Post offices; Commemorations; Correspondence,"Rogers, Will, 1879-1935; Santa Monica (Calif.)",,"Rogers, Will, 1879-1935; Santa Monica (Calif.);",Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 3.5 x 6.75 inches;",Image,image/jp2,match01614.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,64106718 Bytes,,,,1309027602,,,,2848,wienberg2848
2849,Three people relax on the beach,Two women and a man sunbath and smoke on the beach with cars in the background,,Beaches; Sunbathing; Smoking; Automobiles,Santa Monica (Calif.),,Santa Monica (Calif.);,Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 2.75 x 4.5 inches;",Image,image/jp2,match01625.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,33971074 Bytes,,,,1828104564,,,,2849,wienberg2849
2850,Woman and children on beach,Image of man and two children with sand buckets; advertisements for sodas and ice cream behind them,,Children; Beaches; Advertisements,,,;,Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 2.75 x 4.5 inches;",Image,image/jp2;,match01631.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,31182888 Bytes,,,,875300733,,,,2850,wienberg2850
2852,Woman posing on rock with umbrella,"Arcade cards such as this, often featuring bathing beauties, were produced by filmmaker Mack Sennett to promote his slapstick comedies.",1917,Beaches; Bathing suits; Rocks; Glamour photographs,,,;,Malibu Historical Collection;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb","Black and white photographic print, 3.5 x 5.5 inches;",Image;,image/jp2;,match01661.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,6212948 Bytes,,,,435394929,,2852;2853;2854;2855,2855,2852,wienberg2852
2856,match01796,"The breakwater was built in 1934 to create the yacht harbor, although recreational boaters found the waters choppy and use of the harbor slowly dwindled.",,Boats; Jetties; Harbors,Santa Monica (Calif.);,,Santa Monica (Calif.);,,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01796.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,9657952 Bytes,,,,575491763,,2856;2857;2858,2858,2856,wienberg2856
2859,match01772,"Written on reverse: ""On beach at Santa Monica Journying home from convention in Los Angeles. April 6, 1940""",,Beaches; Women,Santa Monica (Calif.);,,Santa Monica (Calif.);,,,,,,"Black and white photographic print, 2 x 2.5 inches;",Image,image/jp2,match01772.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,5060266 Bytes,,,,2860334006,,2859;2860;2861,2861,2859,wienberg2859
2862,match01830,Postcard showing a road leading up to a cluster of buildings at the top of Topanga Grade,1922,Mountains; mountain roads; automobile travel; rest stops; canyons,Topanga (Calif.);,,Topanga (Calif.);,,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01830.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,11651684 Bytes,,,,3733595653,,2862;2863;2864,2864,2862,wienberg2862
2865,match01716,"Printed on front: Good Night / The Teddy Bear sleeps / in his little bear skin / And sleeps very well / I am told, / Last night I slept / in my little bare / skin / And cauught a heck / of a cold. / Greetings from The Malibu Movie Colony Malibu Beach, Calif.",,Poetry; Humorous pictures; Teddy bears;,,"Malibu Colony, Malibu;",";Malibu Colony, Malibu;",,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01716.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,10542654 Bytes,,,,2247185001,,2865;2866;2867,2867,2865,wienberg2865
2868,match01743,,,Automobiles; Roads;,,,;,,,,,,"Black and white photographic print, 3.5 x 6 inches;",Image,image/jp2;,match01743.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,10908406 Bytes,,,,1023297232,,2868;2869;2870,2870,2868,wienberg2868
2871,match01794,"Santa Monica Mountains Ventura County. Point Mugu State Park. Note reads ""This is the La Jola Falls about 3 miles from the school.""",,Waterfalls; Parks;,"Mugu, Point (Calif.);",,"Mugu, Point (Calif.);",,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/tiff,match01794.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,11270274 Bytes,,,,1252013395,,2871;2872;2873,2873,2871,wienberg2871
2874,match01768,"Printed on reverse: Aerial view of Malibu California. Malibu Pier os on the right, and Malibu Colony, home to many movie stars, is along the beach to the left of the lagoon. Written on reverse: ""Hi, Mom Dad & John: We're still on Malibu Beach. We're leacing Mon. Sunday night, Leo's Aunt is going to have a big Greek party for us. See you soon - Everyone is fine. Love Kathy. arrow on front - points to us.""",,Aerial photographs; Beaches; Piers & wharves; Coastlines; Correspondence,Malibu (Calif.),"Malibu Colony, Malibu; Malibu Knolls, Malibu;","Malibu (Calif.);Malibu Colony, Malibu; Malibu Knolls, Malibu;",,"Venice Postcard Co. (Venice, California)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01768.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,29484458 Bytes,,,,3096714132,,2874;2875;2876,2876,2874,wienberg2874
2877,match01675,Postcard showing people crowded on the beach with a dock and ships in the background,,Beaches; Piers & wharves; Crowds; Buses;,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/tiff,match01675.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,12411366 Bytes,,,,2031589985,,2877;2878;2879,2879,2877,wienberg2877
2880,match01753,Photo of view from Santa Monica beach looking towards bluffs,1907,Automobiles; Beaches; Cliffs,Santa Monica (Calif.);,,Santa Monica (Calif.);,,,,,,"Black and white photographic print, 3.5 x 6 inches;",Image,image/jp2,match01753.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,11370118 Bytes,,,,1185181319,,2880;2881;2882,2882,2880,wienberg2880
2883,match01731,"Named for JunÃ­pero Serra, the Apostle of California, Serra Retreat was purchased from the Rindge estate in 1942 by the Franciscan Order of California. Although the original buildings seen here were destroyed in a 1970 wildfire, Serra Retreat rebuilt on the same location and remains a religious retreat and conference center today. Written on reverse: ""Dear Lee, Will be seeing you very soon. Very anxious to get together. - Sis sends her love along with mine. -Gina""",1948-01-18,Religious retreats; Priests; religious facilities; religious orders,Franciscans;,"Serra Retreat (Malibu, Calif.);","Franciscans;Serra Retreat (Malibu, Calif.);",,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01731.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,11349136 Bytes,,,,2449035716,,2883;2884;2885,2885,2883,wienberg2883
2886,match01822,"Photo depicting three people on the beach, with cliffs and houses in the background. Written on reverse: ""Santa Monica Beach""",,Beaches; Correspondence,,,;,,,,,,"Black and white photographic print, 2.5 x 4 inches;",Image,image/jp2,match01822.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,6682668 Bytes,,,,3719585757,,2886;2887;2888,2888,2886,wienberg2886
2889,match01603,"Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. It would later disappear as well.",,Panoramic views; Studios; Motion picture industry;,"Pacific Palisades (Los Angeles, Calif.);",,"Pacific Palisades (Los Angeles, Calif.);",,,,,,"Black and white photographic print, 4.5 x 6 inches;",Image;,image/jp2;,match01603.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,6647724 Bytes,,,,995316822,,2889;2890;2891,2891,2889,wienberg2889
2892,match01806,View from the bluffs in Santa Monica looking toawrds Malibu. Long wharf is visible in the background,1896,Coastlines; Beaches; parks,Santa Monica (Calif.);,,Santa Monica (Calif.);,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01806.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,15959994 Bytes,,,,3483583479,,2892;2893;2894,2894,2892,wienberg2892
2895,match01729,This image shows a woman and child posing in front of Castle Rock. Castle Rock used to stand beside the Roosevelt Highway at the water's edge near the present-day location of the Getty Center Villa until it was demolished after World War II to expnd the highway.,,Beaches; Children; Rocks;,"Pacific Palisades (Los Angeles, Calif.);",,"Pacific Palisades (Los Angeles, Calif.);",,,,,,"Black and white photographic print, 2.5 x 3.5 inches;",Image,image/jp2;,match01729.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,4553668 Bytes,,,,3526880793,,2895;2896;2897,2897,2895,wienberg2895
2898,match01810,Printed on reverse: One of the most beautiful beaches of the Southern California coastline. Color by Jay Jossman.,,Beaches; Crowds; Hotels,Santa Monica (Calif.);,,Santa Monica (Calif.);,,"Mitock & Sons (Sherman Oaks, California);",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01810.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,10503670 Bytes,,,,2869521731,,2898;2899;2900,2900,2898,wienberg2898
2901,match01784,,,Beaches; Actresses; Glamour photographs;,"Monroe, Marilyn, 1926-1962; Malibu (Calif.);",,"Monroe, Marilyn, 1926-1962; Malibu (Calif.);",,,,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/tiff,match01784.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,10948554 Bytes,,,,2933717346,,2901;2902;2903,2903,2901,wienberg2901
2904,match01757,Photo of cars parked outside shops including Crescent Ice Cream and Bell Dye Works,,Automobiles; Ice cream & ices; Stores & shops;,Santa Monica (Calif.);,,Santa Monica (Calif.);,,,,,,"Black and white photographic print, 4 x 6 inches;",Image,image/tiff,match01757.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,12543256 Bytes,,,,4059818772,,2904;2905;2906,2906,2904,wienberg2904
2907,match01770,Photo of woman and child on beach,,Children; Beaches,Malibu (Calif.);,,Malibu (Calif.);,,,,,,"Black and white photographic print, 2 x 3 inches;",Image,image/tiff,match01770.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,3587284 Bytes,,,,2360452864,,2907;2908;2909,2909,2907,wienberg2907
2910,match01671,"Written on reverse: ""These gulls are really very tame, and will frequently light on the ships. Adam""",1912-05-06,Gulls; Beaches; Boats; Islands; correspondence,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Catalina Novelty Co. (Avalon, Calif.)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01671.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,8281666 Bytes,,,,3168792701,,2910;2911;2912,2912,2910,wienberg2910
2913,match01747,"Photograph of road traversing steep bluffs in Santa Monica, known today as the California Incline",1907,Roads; Cliffs;,Santa Monica (Calif.);,,Santa Monica (Calif.);,,,,,,"Black and white photographic print, 3.5 x 6 inches;",Image,image/jp2,match01747.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,11237186 Bytes,,,,2268506807,,2913;2914;2915,2915,2913,wienberg2913
2916,match01739,Carl's by the Sea was a restaurant and hotel that operated on the mountain-side of the Pacific Coast Highway across from the Will Rogers lighthouse just north of Santa Monica Canyon. The address was 15145 Pacific Coast Highway.,,Diners (Restaurants); Hotels,"Pacific Palisades (Los Angeles, Calif.);",,"Pacific Palisades (Los Angeles, Calif.);",,,,,,"Black and white photographic print, 2.5 x 3.5 inches;",Image,image/jp2;,match01739.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",photograph,4672272 Bytes,,,,2410994633,,2916;2917;2918,2918,2916,wienberg2916
2919,match01733,View of Palisades Park which sits atop the bluffs in Santa Monica.,,Parks;,Santa Monica (Calif.);,,Santa Monica (Calif.);,,,,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2;,match01733.tiff,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,12273258 Bytes,,,,2603727206,,2919;2920;2921,2921,2919,wienberg2919
