objectid,collectionid,cdmid,youtubeid,title,description,creator,date,date-is-approximate,subject,location,latitude,longitude,source,identifier,original_format,format,type,language,rights,rightsstatement
demo_cities1028,cities,1028,,"Nipple Mountain Lookout cabin. Located 11 miles southwest of Elk City, Idaho.",Del Flores standing in front of cabin,,1932,,watchtowers; foresters,Elk City,45.800465,-115.448713,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-09p,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1029,cities,1029,,"Oregon Butte Lookout. Located 24 miles south by southwest of Elk City, Idaho.",Lookout just completed,,1929,,watchtowers,Elk City,45.790891,-115.4497,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-09q,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1030,cities,1030,,"Oregon Butte Lookout cabin. Located 24 miles south by southwest of Elk City, Idaho.",View of wool sack bed and Joe Gray (mule) peeping in window,,1933,,horses,Elk City,45.790891,-115.4497,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-09s,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1031,cities,1031,,"Oregon Butte camp tent. Located 24 miles south by southwest of Elk City, Idaho.",Last camp on Oregon Butte before cabin built in 1929,,1928-12-01,y,tents; camps,Elk City,45.790891,-115.4497,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-09r,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1032,cities,1032,,"Oregon Butte Lookout spring. Located 24 miles south by southwest of Elk City, Idaho.","Spring is at base of large rock outcropping, lower center. Cabin is just visible at top of picture",,1933,y,panoramas; mountains,Elk City,45.790891,-115.4497,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-09t,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1033,cities,1033,,Sheep Creek cabin.,"Clarence Saunders? In front of cabin, mules near cabin",,1931-09-01,,animals; cabin,Elk City,45.827524,-115.443038,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-10a,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1034,cities,1034,,Sheep Creek cabin.,"Del Flores tying up horse, Jim Rice (center), John Storey (white shirt), Walt Rice (with gun) and mule (Joe Gray)",,1936-09-01,,animals; cabin,Elk City,45.827524,-115.443038,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-10b,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1035,cities,1035,,Pick Ward and pack string on Columbia Ridge.,,,1936,,animals,Elk City,45.827524,-115.443038,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-10c,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1036,cities,1036,,"Water boy, mule with water packs.",,,1930,,animals,Elk City,45.827524,-115.443038,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-11b,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1037,cities,1037,,"Jimmy Rice, on white mule, Joe Gray, going to a fire.  Others unidentified.",,,1940,,forests; horses,Elk City,45.827524,-115.443038,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-11d,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1038,cities,1038,,Pete Klinkhammer? and mule.,,,1933,,animals,Elk City,45.827524,-115.443038,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-123-11c,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1039,cities,1039,,"View of several buildings nestled in the forest. Orogrande, Idaho.",,,1936,,panoramas; mountains,Orogrande,45.734933,-115.523171,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-124-1,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1040,cities,1040,,Mackay Bar Bridge.,"Built in 1935, cable was packed in on horses",,1935,y,bridges,Orogrande,45.734933,-115.523171,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-125-1,35mm black and white film negative,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1041,cities,1041,,"Forest Service pack string, led by Jim Rice and Clint Coppernoll in foreground. Sheep outfits pack string in rear. Concord, Idaho.",,,1934,,ghost towns; horses;,Concord,45.582199,-115.682184,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-126-1a,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1042,cities,1042,,"Remains of Paddy's Saloon. Concord, Idaho.",,,1933,,ghost towns,Concord,45.582199,-115.682184,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-126-1b,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1043,cities,1043,,"Ghost town. Paddy's Saloon visible behind building in center which is thought to be old post office. Concord, Idaho.",,,1932,,ghost towns,Concord,45.582199,-115.682184,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-126-1c,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1044,cities,1044,,"Pick Ward leading a pack string out of the old ghost town of Concord, Idaho. Paddy's Saloon in center.",,,1934,y,ghost towns; horses;,Concord,45.582199,-115.682184,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-126-1d,7x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1045,cities,1045,,"Panoramic view of Cobalt, Idaho.",,,1935,y,panoramas; mountains,Cobalt,45.003969,-114.333875,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-127-1a,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1046,cities,1046,,"Hope, Idaho looking east southeast from Lake Pend Oreille.",,,1965,y,lakes; towns; winter,Hope,48.246981,-116.306258,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-128-1,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1047,cities,1047,,"View of the falls with town in distance. Idaho Falls, Idaho.",,,1987,y,waterfalls (natural bodies of water); cities,Idaho Falls,43.525144,-112.056266,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-129-1,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1048,cities,1048,,"View of lady doing yard work. Midvale, Idaho.",,,1984,,gardening,Midvale,44.471363,-116.733094,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-130-2a,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1049,cities,1049,,"E.S. Sweet sawmill. Near Keuterville, Idaho.",,,1899,,sawmills; horses; loggers; wagons,Keuterville,46.034683,-116.439725,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-131-1a,5x8 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities1050,cities,1050,,"R.B. Washeteria Dry Cleaning and other establishments. Midvale, Idaho.",,,1984,,main streets; stores,Midvale,44.471023,-116.73465,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-130-1a,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1051,cities,1051,,"E.S. Sweet sawmill. Near Keuterville, Idaho.",Matt 'Van Winkle Bros. Art Galleries',,1899,,sawmills; horses; loggers,Keuterville,46.034683,-116.439725,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-131-1b,5x8 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities1052,cities,1052,,"Snowy street scene. Headquarters, Idaho.",,,1998-12-01,,winter; main streets,Headquarters,46.630847,-115.809004,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-01,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1053,cities,1053,,"Potlatch shops. Residence circle in background. Headquarters, Idaho.",Source: Potlatch Corporation,,1943,,lumber yards; railroad cars,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-02,3.5x4.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1054,cities,1054,,"Aerial view from 2000 feet. Headquarters, Idaho.",Source: Potlatch Corporation,,1950,,aerial views,Headquarters,46.629567,-115.808859,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-03,4x4 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1055,cities,1055,,"Aerial view from 5000 feet. Headquarters, Idaho.",Source: Potlatch Corporation,,1950,,aerial views,Headquarters,46.629567,-115.808859,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-04,5.5x6 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1056,cities,1056,,"Winter scene. Headquarters, Idaho.",,,1998-12-01,,towns; winter,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-05,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1057,cities,1057,,"Elementary school. Headquarters, Idaho.",Source: Potlatch Corporation,,1965,y,elementary school,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-06,4.5x5.25 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1058,cities,1058,,"Hall. Headquarters, Idaho.",Source: Potlatch Corporation,,1965,y,town halls,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-07,5x8 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1059,cities,1059,,"Post office and variety. Headquarters, Idaho.",Source: Potlatch Corporation,,1950-06-01,y,post offices; automobiles,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-08,5x8 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1060,cities,1060,,"Store and elementary school. Headquarters, Idaho.",Source: Potlatch Corporation,,1960,,elementary school; stores,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-09,3.5x5.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1061,cities,1061,,"Warehouse. Headquarters, Idaho.",Source: Potlatch Corporation,,1960,,railroad cars; buildings; trucks,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-10,5x8 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1062,cities,1062,,"Shop area. Headquarters, Idaho.",Source: Potlatch Corporation,,1960,,railroad cars; buildings,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-11,5x8 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1063,cities,1063,,"Charles ""Red"" McCollister at radio in office.",Source: Potlatch Corporation,,1965,,radio (telecommunication system),Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-13,2.5x2.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1064,cities,1064,,Wallace Boll and Frank Steadman in office.,Source: Potlatch Corporation,,1965-07-01,,interiors,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-14,3x4.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1065,cities,1065,,Wallace Boll and Frank Steadman in office next to stove.,Source: Potlatch Corporation,,1965-07-01,,interiors,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-15,3x4 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1066,cities,1066,,Charles 'Red' McCollister at radio in office.,Source: Potlatch Corporation,,1965,,radio (telecommunication system),Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-12,2.5x2.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1067,cities,1067,,"Cook house interior. Headquarters, Idaho. l-r: Ben Marsh, Marcella Marsh, Emma Taylor, Roxanne Wells, Gladys Brown, Ossie Anderson.",Source: Potlatch Corporation,,1946,y,interiors; cooks,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-16,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1068,cities,1068,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-17,2.5x3 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1069,cities,1069,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-19,2.5x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1070,cities,1070,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-20,2.5x2.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1071,cities,1071,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-21,2x2.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1072,cities,1072,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-22,2.5x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1073,cities,1073,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-23,3x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1074,cities,1074,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-18,3x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
