title,subject,description,creator,publisher,contributors,date,type,genre,format,digitization,identifier,source,relation,language,coverage,rights,rightsstatement,audience,image size,dpi,date (digitized),negative or print,location,note,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Man and woman leaning out the windows of a departing train, July 6, 1945.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a man and woman leaning out the windows of a departing train to talk to the crowd, Heart Mountain Relocation Center, Wyoming.  The photograph is taken from inside the train.  The backs of the passengers are turned toward the camera.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-07-06,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0212n05.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1796,1796,1797.jp2,/hiraharag/image/1797.jp2,hiraharag1796
"Passengers talking to people outside the train, July 6, 1945.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of people talking to people boarded on a departing train and a man reaching out to a woman boarded on the train, Heart Mountain Relocation Center, Wyoming.  A woman grabs the hand of a man standing next to the train.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-07-06,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0212n06.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1797,1797,1798.jp2,/hiraharag/image/1798.jp2,hiraharag1797
"Ito family in the living room of their family barrack, May 6, 1945.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Ito a family, Shiro, Kim, and son Masaru, posing in the living room of their a family barrack 22-19-D, Heart Mountain Relocation Center, Wyoming.  The living room is decorated with a Japanese doll, a peacock tapestry, and a Japanese caligraphy.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-05-06,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0216n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English; Japanese,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1798,1798,1799.jp2,/hiraharag/image/1799.jp2,hiraharag1798
"Ito family in the living room of their family barrack, May 6, 1945.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Ito a family, Shiro, Kim, and son Masaru, posing in the living room of their a family barrack 22-19-D, Heart Mountain Relocation Center, Wyoming.  Masaru is standing next to his seated parents.  The living room is decorated with a Japanese doll, a peacock tapestry, and a Japanese caligraphy.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-05-06,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0216n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English; Japanese,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1799,1799,1800.jp2,/hiraharag/image/1800.jp2,hiraharag1799
"Barrack with laundry drying on clothes lines, 1944.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a barrack with laundry drying on clothes lines, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Landscape portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0213n01b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1800,1800,1801.jp2,/hiraharag/image/1801.jp2,hiraharag1800
"Farewell dinner for Ichiro Itani, August 1945.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a farewell dinner for Ichiro Itani including Koto Hirahara inside of  barrack 15-9-A, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-08,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0219n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1801,1801,1802.jp2,/hiraharag/image/1802.jp2,hiraharag1801
"Dining table and bed inside the Hirahara family barrack, February 7, 1945.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the inside of the Hirahara a family&#x27;s barrack 15-9-A with dining table and bed, Heart Mountain Relocation Center, Wyoming.  The table holds a bowl of fruit.  Shelves on the walls hold photographs and bottles.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-02-07,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0220n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1802,1802,1803.jp2,/hiraharag/image/1803.jp2,hiraharag1802
"Crowd gathered to watch a departing train, June 18, 1945.","Family; Living conditions; Returning home; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a crowd gathered at the train station to watch a departing train, Heart Mountain Relocation Center, Wyoming.  The photograph appears to be taken from an elevated position near the train.  The passengers on the train are leaving Heart Mountain to resettle elsewhere.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-06-18,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0224n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1803,1803,1804.jp2,/hiraharag/image/1804.jp2,hiraharag1803
"Group standing together on a road the day of Helen Nomura&#x27;s departure, June 18, 1945.","Family; Living conditions; Returning home; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a group, including Mie Nomura, Joe and Chiyo Tanouye, and Sumako Hide, posing on a road the day of Helen Nomura&#x27;s departure, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-06-18,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0224n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1804,1804,1805.jp2,/hiraharag/image/1805.jp2,hiraharag1804
"Crowd gathered to watch a departing train, June 18, 1945.","Family; Living conditions; Returning home; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a crowd gathered at the train station to watch and talk to people boarded on a departing train, Heart Mountain Relocation Center, Wyoming.  The passengers on the train are leaving Heart Mountain to resettle elsewhere.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-06-18,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0224n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1805,1805,1806.jp2,/hiraharag/image/1806.jp2,hiraharag1805
"Woman looking out the window of a departing train, June 18, 1945.","Family; Living conditions; Returning home; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of people talking to people boarded on a departing train, Heart Mountain Relocation Center, Wyoming.  The passengers on the train are leaving Heart Mountain to resettle elsewhere.  A woman looking the window of the train appears to be smiling.  She also appears in a group photo taken on the same day that included members of the Nomura family (sc14b01f224n02).  The passengers on the train are leaving Heart Mountain to resettle elsewhere.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-06-18,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0224n04a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1806,1806,1807.jp2,/hiraharag/image/1807.jp2,hiraharag1806
"Crowd gathered to watch a departing train, June 18, 1945.","Family; Living conditions; Returning home; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a crowd gathered at the train station to watch and talk to people boarded on a departing train, Heart Mountain Relocation Center, Wyoming.  The passengers on the train are leaving Heart Mountain to resettle elsewhere.  The photograph is taken from an elevated position behind the crowd.  A sign on the train lists a number of destinations in California.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-06-18,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0224n04b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1807,1807,1808.jp2,/hiraharag/image/1808.jp2,hiraharag1807
"Seagulls flying close to the ground near the Shoshone River, 1944.","Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of seagulls flying close to the ground near the Shoshone River, Cody, Wyoming.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1808,1808,1809.jp2,/hiraharag/image/1809.jp2,hiraharag1808
Hirahara family looking onto a stream that runs through Shoshone Canyon.,"Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Hirahara family looking onto a stream that runs through Shoshone Canyon from their automobile, Cody, Wyoming.  The Hirahara family can be seen in the lower left of the photograph.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Landscape portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n02a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1809,1809,1810.jp2,/hiraharag/image/1810.jp2,hiraharag1809
"Crowd gathered at a train departing for California, 1945.","Family; Living conditions; Returning home; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a crowd gathered at a train departing for California, Heart Mountain Relocation Center, Wyoming.  A sign on the train lists the cities where the train will stop.  Destinations include San Francisco, Sacramento, and San Jose.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n02b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1810,1810,1811.jp2,/hiraharag/image/1811.jp2,hiraharag1810
Man sitting near a stream that runs through Shoshone Canyon.,"Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a man sitting on rocks along a stream that runs through Shoshone Canyon, Cody, Wyoming.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n03b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,2&quot;x1.5&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1811,1811,1812.jp2,/hiraharag/image/1812.jp2,hiraharag1811
"Seagulls flying near the Shoshone River, 1944.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of seagulls flying near Shoshone River, Cody, Wyoming.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n04a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,2&quot;x1.5&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1812,1812,1813.jp2,/hiraharag/image/1813.jp2,hiraharag1812
"Seagull flying close to the ground near the Shoshone River, 1944.","Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a seagull flying close to the ground near the Shoshone River, Cody, Wyoming.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n04b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1813,1813,1814.jp2,/hiraharag/image/1814.jp2,hiraharag1813
Stream running through Shoshone Canyon.,"Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a stream running through Shoshone Canyon, Cody, Wyoming.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Landscape portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n05a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,2&quot;x1.5&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1814,1814,1815.jp2,/hiraharag/image/1815.jp2,hiraharag1814
Hirahara family parked near a stream that runs through Shoshone Canyon.,"Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Hirahara family parked near a stream that runs through Shoshone Canyon, Cody, Wyoming.  One of the members of the Hirahara family is searching the trunk of the car.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0225n05b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-01,negative,North and Central America--United States--Wyoming--Park county--Cody,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1815,1815,1816.jp2,/hiraharag/image/1816.jp2,hiraharag1815
Two men crossing Man-made dam with a bicycle.,"Family; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of two men crossing a man-made dam with a bicycle, Heart Mountain Relocation Center, Wyoming.  The man in the front is carrying the bicycle over the dam.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0233n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-02,negative,North and Central America--United States--Wyoming--Park county--Powell,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-26,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1816,1816,1817.jp2,/hiraharag/image/1817.jp2,hiraharag1816
