title,creator,date,date.digital,publisher,description,subject,type,genre,location,rights,rightsstatement,identifier,holding institution,digitization,format,contributors,language,source,relation,dates,control,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Map of an Exploring Expedition To The Rocky Mountains in the Years 1842 and to Oregon &amp; North California in the Years 1843-44. (1845),"Fremont, John Charles, 1813-1890; Abert, John James, 1788-1863; United States. Topographical Bureau; United States. Army. Corps of Topographical Engineers",1845,2014,Washington : Bureau of Topographical Engineers,"1 map; 127 x 76 cm. This map of the American West depicts the explorations of Brevet Captain John C. Fremont as a member of the Corps of Topographical Engineers under the orders of Colonel J.J. Abert-Chief of the Topographical Bureau. Scaled at 1:3,000,000, the map depicts land from Kansas to the Pacific Ocean and profiles the routes taken by Fremont as he recorded the cartography of the West. The reproduction is lithographed on art parchment by Abbott, Kerns &amp; Bell Company, Portland, Oregon. The map&#x27;s lithography was done by E. Weber &amp; Co., Baltimore, MD.",United States--West--Maps,Image,Maps,United States--Western United States,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1845-mapofexploring,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1842; 1843; 1844,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1128,1128,872.jp2,/maps/image/872.jp2,maps1128
The Inland Empire of the Pacific Northwest. (ca. 1930s),unknown,193u,2014,s.l. : s.n,"1 map; 44 x 41 cm. The map was created to highlight the development of communities, like Spokane, WA, throughout the Inland Northwest. With major highways denoted by red lines and county boundaries by yellow, this map provides detailed information about life in this area of the country. Though the date of creation is not clear, this map, scaled at 1 inch to 25 miles, was likely published some time between the mid- to late-1930s based on the population information given below the map for the city of Spokane, WA.",Washington (State)--Road Maps; Idaho--Maps; Montana--Maps,Image,Maps,United States--Washington (State); United States--Montana; United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities.,wsu sc001-2.1-nd-theinlandempire,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1917; 1918,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1129,1129,873.jp2,/maps/image/873.jp2,maps1129
"Clearwater River, Southfork to Lewiston, survey of 1896. (n.d.)",unknown,1896,2014,s.l. : s.n,"1 map; 36 x 94 cm. The blueprint was created during a survey in 1896 of the Clearwater River from South Fork to Lewiston, ID. The print says that it was &quot;traced by W.P.S.&quot;",Idaho--Maps; Idaho--Maps,Image,Maps; Blueprints,United States--Idaho--Nez Perce county--Lewiston,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities.,wsu sc001-2.1-nd-clearwaterriver,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1896,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1130,1130,874.jp2,/maps/image/874.jp2,maps1130
Oregon Trail as of 1846. (1938),"Knight, L. E.; United States. Department of Agriculture. Bureau of Public Roads",1938,2014,"Washington, D.C. : U.S. Dept. of Agriculture, Bureau of Public Roads",1 map; 52 x 61 cm. The map recounts the Oregon Trail using the latest information &quot;compiled from authentic data.&quot; It shows the Oregon Trail as well as other trails venturing in to the West. At the bottom of the map is a profile version of the Oregon trail with information about the terrain and elevation changes along notable points of the Trail. The map also includes a reference list noting the particular sources and dating of map details for different parts of the West gathered during various expeditions between 1804-1937.,Lewis and Clark Expedition (1804-1806); United States--West--Maps,Image,Maps,United States--Western United States; United States--Northwestern United States; United States--Oregon,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1938-oregontrail,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1804; 1806; 1846; 1849; 1851; 1852; 1853; 1856; 1859; 1865; 1887; 1896; 1921; 1923; 1931; 1937,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1131,1131,875.jp2,/maps/image/875.jp2,maps1131
Sketch map showing townships in the Blue Mountains of Washington &amp; Oregon proposed to be set aside as a forest reserve. (n.d.),Moore,1902/1906,2014,s.l. : s.n,1 map; 48 x 66 cm. The map is scaled at 1 inches to 3 miles and is a sketch map of the Blue Mountain area straddling the Washington-Oregon border. This map is of a survey done on the Blue Mountain area for the purpose of designating forest reserves.,Blue Mountains; Washington (State)--Maps; Oregon--Maps,Image,Maps,United States--Washington (State); United States--Oregon,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-nd-sketchmap,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1132,1132,876.jp2,/maps/image/876.jp2,maps1132
"Whitman County Atlas, Township 11 N, Range 45 &amp; 46 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas ranges 45 and 46 west of Clarkston, ID and north of the Snake River. Scale: 1 mile=1.5&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg01,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1133,1133,877.jp2,/maps/image/877.jp2,maps1133
"Map of the Columbia, Snake &amp; Clearwater Rivers from Celilo to Pittsburg Landing and Kooskia. (1908)","Roessler, S. W.; Ogden, David B.; Barteau, Charles E.; United States. Army. Corps of Engineers",1908,2014,Washington : Corps of Engineers,"1 map; 86 x 239 cm. The blueprint offers detailed information about the Columbia, Snake, and Clearwater Rivers which includes a table of distances, a key that distinguishes portions of the rivers that have rapids, sand and gravel bars above surface, and rocks in low water, and nearby railways. Scaled at 1 inch to 2.5 miles, this print was created by the U.S. government as a survey to show these rivers from Celilo to Pittsburg Landing and Kooskia.",Columbia River--Maps; Snake River--Maps; Rivers--Washington (State); Idaho--Maps,Image,Maps; Blueprints,United States--Columbia River; United States--Washington (State)--Snake River; United States--Idaho; United States--Idaho--Snake River,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1908-mapofthecolumbiablueprint,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1134,1134,878.jp2,/maps/image/878.jp2,maps1134
Partie des Etats-Unis. No. 40 and 41. (1827),"Vandermaelen, Phillippe Marie Guillaume (1795-1869)",1827,2014,"Brussels, Belgium: Vandermaelen, Phillippe M. G.","2 maps; hand col., 92 x 52 cm. The map shows Indian tribes with populations and other information concerning the rivers, lakes, and mountains that make up the routes for several exploratory expeditions, including Lewis &amp; Clark. It also includes general notes about the areas on the map. When published, this was the first world atlas to be published on a uniform scale, though some of the depictions are questionable when compared to more modern renditions. These maps were also some of the first to be made completely by lithography using new techniques developed specifically for this atlas.",Indians of North America--Maps; America--Discovery and exploration--Maps,Image,Maps,United States--Oregon,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu sc001-2.1-1827-partiedesetats40and41,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",French,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1135,1135,879.jp2,/maps/image/879.jp2,maps1135
"Whitman County Atlas, County Outline. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. This county outline map of Whitman County provides an overview map of the regions depicted throughout the book. Scale: 6 miles=1.5&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg0a,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1136,1136,880.jp2,/maps/image/880.jp2,maps1136
Sketch map showing townships in the Blue Mountains of Washington &amp; Oregon proposed to be set aside as a forest reserve. (n.d.),Moore,1902/1906,2014,s.l. : s.n,1 map; 46 x 64 cm. The blueprint is scaled at 1 inches to 3 miles and is a sketch map of the Blue Mountain range straddling the Washington-Oregon border. This print is of a survey done on the Blue Mountain area for the purpose of designating forest reserves.,Blue Mountains; Washington (State)--Maps; Oregon--Maps,Image,Maps; Blueprints,United States--Washington (State); United States--Oregon,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-nd-sketchmap-blueprint,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1137,1137,881.jp2,/maps/image/881.jp2,maps1137
Snake River Ore.-Wash.-Idaho. (1920),United States. Army. Corps of Engineers; United States. War Dept.,1920,2014,"Portland, Or. : U.S. Engineer Office","1 map; 53 x 102 cm. The blueprint was created during a survey in 1917 of the Snake River in order to establish detailed information about the river&#x27;s depths and contours. Originally a 69 sheet set of prints, this map is 49 of 69. The next section of the map moving west is at: http://cdm16866.contentdm.oclc.org/cdm/singleitem/collection/maps/id/1146. Overall, these prints offer a detailed representation of a portion of the Snake prior to the damming of the Columbia.",Snake River--Maps; Washington (State)--Rivers--Maps,Image,Maps; Blueprints,United States--Washington (State); United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1920-snakeriverore49,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1917,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1138,1138,882.jp2,/maps/image/882.jp2,maps1138
Snake River Ore.-Wash.-Idaho. (1920),United States. Army. Corps of Engineers; United States. War Dept.,1920,2014,"Portland, Or. : U.S. Engineer Office","1 map; 53 x 102 cm. The blueprint was created during a survey in 1917 of the Snake River in order to establish detailed information about the river&#x27;s depths and contours. Originally a 69 sheet set of prints, four of the maps included here represent blueprint sheets 46-49 of the 69 sheet series. The 5th map, shown above, provides a different perspective, with minimum depths, normal depths, and flood depths all charted. Overall, these prints offer a detailed representation of a portion of the Snake prior to the damming of the Columbia.",Snake River--Maps; Washington (State)--Rivers--Maps,Image,Maps; Blueprints,United States--Washington (State); United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1920-snakeriverore,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1917,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1139,1139,883.jp2,/maps/image/883.jp2,maps1139
"Whitman County Atlas, Township 12 &amp; 13 N, Range 37 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 37 west of Riparia, WA on the northern side of the Snake River around the present day Lake Herbert G. West (or Lake West) region formed by the Lower Monumental Dam. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg02,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1140,1140,884.jp2,/maps/image/884.jp2,maps1140
"Whitman County Atlas, Township 12 N, Range 44 &amp; 45 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas ranges 44 and 45 with Steptoe Canyon Creek running north to south through the middle and the Snake River to the west. Scale: 1 mile=1.5&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg03,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1141,1141,885.jp2,/maps/image/885.jp2,maps1141
"Whitman County Atlas, Township 17 N, Range 39 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 39 in the western portion of Whitman County. The region includes part of Rock Creek and the Palouse River. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county; United States--Washington (State)--Whitman county--Colfax,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg34,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1142,1142,886.jp2,/maps/image/886.jp2,maps1142
Snake River Ore.-Wash.-Idaho. (1920),United States. Army. Corps of Engineers; United States. War Dept.,1920,2014,"Portland, Or. : U.S. Engineer Office","1 map; 53 x 102 cm. The blueprint was created during a survey in 1917 of the Snake River in order to establish detailed information about the river&#x27;s depths and contours. Originally a 69 sheet set of prints, this map is 46 of 69. The next section of the map moving east is at: http://cdm16866.contentdm.oclc.org/cdm/singleitem/collection/maps/id/1147. Overall, these prints offer a detailed representation of a portion of the Snake prior to the damming of the Columbia.",Snake River--Maps; Washington (State)--Rivers--Maps,Image,Maps; Blueprints,United States--Washington (State); United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1920-snakeriverore46,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1917,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1143,1143,887.jp2,/maps/image/887.jp2,maps1143
"Whitman County Atlas, Township 13 N, Range 38 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 38 north of Riparia, WA on the northern side of the Snake River around the present day Lake Herbert G. West (or Lake West) region formed by the Lower Monumental Dam. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg05,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1144,1144,888.jp2,/maps/image/888.jp2,maps1144
"Whitman County Atlas, Township 13 N, Range 39 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 39 east of Riparia, WA on the northern side of the Snake River. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg06,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1145,1145,889.jp2,/maps/image/889.jp2,maps1145
Snake River Ore.-Wash.-Idaho. (1920),United States. Army. Corps of Engineers; United States. War Dept.,1920,2014,"Portland, Or. : U.S. Engineer Office","1 map; 53 x 102 cm. The blueprint was created during a survey in 1917 of the Snake River in order to establish detailed information about the river&#x27;s depths and contours. Originally a 69 sheet set of prints, this map is 48 of 69. The next section of the map moving west is at: http://cdm16866.contentdm.oclc.org/cdm/singleitem/collection/maps/id/1147. The next section of the map moving east is at: http://cdm16866.contentdm.oclc.org/cdm/singleitem/collection/maps/id/1138. Overall, these prints offer a detailed representation of a portion of the Snake prior to the damming of the Columbia.",Snake River--Maps; Washington (State)--Rivers--Maps,Image,Maps; Blueprints,United States--Washington (State); United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1920-snakeriverore48,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1917,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1146,1146,890.jp2,/maps/image/890.jp2,maps1146
Snake River Ore.-Wash.-Idaho. (1920),United States. Army. Corps of Engineers; United States. War Dept.,1920,2014,"Portland, Or. : U.S. Engineer Office","1 map; 53 x 102 cm. The blueprint was created during a survey in 1917 of the Snake River in order to establish detailed information about the river&#x27;s depths and contours. Originally a 69 sheet set of prints, this map is 47 of 69. The next section of the map moving west is at: http://cdm16866.contentdm.oclc.org/cdm/singleitem/collection/maps/id/1143. The next section of the map moving east is at: http://cdm16866.contentdm.oclc.org/cdm/singleitem/collection/maps/id/1146. Overall, these prints offer a detailed representation of a portion of the Snake prior to the damming of the Columbia.",Snake River--Maps; Washington (State)--Rivers--Maps,Image,Maps; Blueprints,United States--Washington (State); United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1920-snakeriverore47,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1917,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1147,1147,891.jp2,/maps/image/891.jp2,maps1147
