Title,Description,date,subject,Subject - LCSH,location,Collecting Area,Status,Manufacturer,Latitude,Longitude,Digital Collection,Archival Source,Publisher,Original Format,Provenance,rights,Credit Line,identifier,Type,Location ID,format,File Size,Height,Width,Color Space,Checksum,Hardware,Software,User Name,Notes,Internal Use,Folder Search,OCLC number,Date created,Date modified,Reference URL,cdmid,objectid,CONTENTdm file name,Archival file,CONTENTdm file path
Malibu Outrigger Resort Hotel,"Opened in 1962, the Malibu Outrigger Resort Hotel offered extended stay, beachfront options on Carbon Beach, less than a mile east of Malibu Pier. The site still operates as a condominium complex today. This matchbook probably dates to the early 1970s.",1970,Matchcovers; Hotels; Apartment hotels; Apartments;,Malibu (Calif.),"Carbon Beach, Malibu;",,complete;,Universal Match Corp,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00011.tif,Image,,image/jp2,9206600 Bytes,2643,1160,RGB,804083336,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-15,2014-07-15,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/16,16,wienberg16,17.jp2,Volume2/match00011.tif,/p15730coll18/image/17.jp2
Malibu Outrigger Resort Hotel,"Opened in 1962, the Malibu Outrigger Resort Hotel offered extended stay, beachfront options on Carbon Beach, less than a mile east of Malibu Pier. The site still operates as a condominium complex today. This matchbook probably dates to the early 1970s.",1970,Matchcovers; Hotels; Apartment hotels; Apartments;,Malibu (Calif.),"Carbon Beach, Malibu;",,complete;,Universal Match Corp,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00012.tif,Image,,image/jp2,9206600 Bytes,2643,1160,RGB,1964505852,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-15,2014-07-15,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/17,17,wienberg17,18.jp2,Volume2/match00012.tif,/p15730coll18/image/18.jp2
The Malibu Inn,"The Malibu Inn, also known as the Malibu Beach Inn, appeared in the 1920s, rising with the popularity of the Malibu Movie Colony. The Malibu Inn was a fixture on Malibu Road behind the Colony until the redirection of the highway forced its move in the early 1950s. This matchbook dates from the early years in its new location across from Malibu Pier at 22969 Pacific Coast Highway.",1953,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Carbon Beach, Malibu;",,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 4 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00013.tif,Image,,image/jp2,7303640 Bytes,2643,920,RGB,1224980637,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-17,2014-07-17,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/19,19,wienberg19,31.jp2,Volume2/match00013.tif,/p15730coll18/image/31.jp2
Thelma Todd's Inn,"Thelma Todd's Sidewalk Cafe, also marketed as Thelma Todd's Inn, occupied a distinctive Spanish-style building on the Pacific Coast Highway, just west of Sunset Boulevard. Built in 1928, the property was acquired by the film actress Thelma Todd and converted to a cafe in 1934. Her mysterious death in her garage above the Cafe a year later shocked and intrigued the public. After her death, the Cafe continued operating under her name for some years afterward. Thelma Todd's also highlighted its restaurant variously as Joya's Cuisine Unequaled or Steaks of Joya's Unequaled. The building remains on the PCH today, beautifully restored, as the home of Paulist Productions, a Christian film company.",1937,Matchcovers; Eating & drinking facilities; Restaurants; Cafes;,"Pacific Palisades (Los Angeles, Calif.);",,,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 3.5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00014.tif,Image,,image/jp2,7133891 Bytes,2733,869,RGB,4050440147,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-15,2014-07-15,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/21,21,wienberg21,33.jp2,Volume2/match00014.tif,/p15730coll18/image/33.jp2
The Albatross,"The Albatross Hotel stood near the present-day location of Dukes Malibu on the west side of Las Flores Creek on the Pacific Coast Highway. During its heyday in the 1950s and 60s, the establishment enjoyed a notoriety for romantic trysts. This reputation was no doubt reinforced by the film ""Strangers When We Met"" (1960), which shot several scenes in the Albatross. In the film, the hotel is the scene of an affair between the characters played by Kirk Douglass and Kim Novak.",1958,Matchcovers; Eating & drinking facilities; Restaurants; Motels; Hotels;,Malibu (Calif.),"Las Flores Beach, Malibu;",,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00017.tif,Image,,image/jp2,9348101 Bytes,2663,1169,RGB,3773672362,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-17,2014-07-17,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/23,23,wienberg23,35.jp2,Volume2/match00017.tif,/p15730coll18/image/35.jp2
The Albatross,"The Albatross Hotel stood near the present-day location of Dukes Malibu on the west side of Las Flores Creek on the Pacific Coast Highway. During its heyday in the 1950s and 60s, the establishment enjoyed a notoriety for romantic trysts. This reputation was no doubt reinforced by the film ""Strangers When We Met"" (1960), which shot several scenes in the Albatross. In the film, the hotel is the scene of an affair between the characters played by Kirk Douglass and Kim Novak.",1958,Matchcovers; Eating & drinking facilities; Restaurants; Motels; Hotels;,Malibu (Calif.),"Las Flores Beach, Malibu;",,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11.5 inches",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00018.tif,Image,,image/jp2,9348101 Bytes,2663,1169,RGB,3981320186,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-17,2014-07-17,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/24,24,wienberg24,36.jp2,Volume2/match00018.tif,/p15730coll18/image/36.jp2
The Albatross,"The Albatross Hotel stood near the present-day location of Dukes Malibu on the west side of Las Flores Creek on the Pacific Coast Highway. During its heyday in the 1950s and 60s, the establishment enjoyed a notoriety for romantic trysts. This reputation was no doubt reinforced by the film ""Strangers When We Met"" (1960), which shot several scenes in the Albatross. In the film, the hotel is the scene of an affair between the characters played by Kirk Douglass and Kim Novak.",1952,Matchcovers; Eating & drinking facilities; Restaurants; Motels; Hotels;,Malibu (Calif.),"Las Flores Beach, Malibu;",,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00019.tif,Image,,image/jp2,9348101 Bytes,2663,1169,RGB,2623075093,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/26,26,wienberg26,38.jp2,Volume2/match00019-0.tif,/p15730coll18/image/38.jp2
The Albatross,"The Albatross Hotel stood near the present-day location of Dukes Malibu on the west side of Las Flores Creek on the Pacific Coast Highway. During its heyday in the 1950s and 60s, the establishment enjoyed a notoriety for romantic trysts. This reputation was no doubt reinforced by the film ""Strangers When We Met"" (1960), which shot several scenes in the Albatross. In the film, the hotel is the scene of an affair between the characters played by Kirk Douglass and Kim Novak.",1952,Matchcovers; Eating & drinking facilities; Restaurants; Motels; Hotels;,Malibu (Calif.),"Las Flores Beach, Malibu;",,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00020.tif,Image,,image/jp2,9348101 Bytes,2663,1169,RGB,209406924,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/27,27,wienberg27,39.jp2,Volume2/match00020-0.tif,/p15730coll18/image/39.jp2
Copper Kitchen,"The Copper Kitchen stood at the western reach of Culver City at the border with Venice in Los Angeles. The building remains today housing a sports bar. The slogan takes advantage of the cross streets of its location: ""Where Washington and Lincoln meet to dine."" On the reverse, the map shows the restaurant in relation to Douglas Aircraft (later Santa Monica Airport) and Hughes Aircraft (the Hughes Airport, the private airport of Howard Hughes that was closed in 1985).",1948,Matchcovers; Eating & drinking facilities; Restaurants,Culver City (Calif.),,,complete;,Monarch Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 7.5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00015.tif,Image,,image/jp2,14069600 Bytes,2663,1760,RGB,4002560426,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/29,29,wienberg29,41.jp2,Volume2/match00015.tif,/p15730coll18/image/41.jp2
Copper Kitchen,"The Copper Kitchen stood at the western reach of Culver City at the border with Venice in Los Angeles. The building remains today housing a sports bar. The slogan takes advantage of the cross streets of its location: ""Where Washington and Lincoln meet to dine."" On the reverse, the map shows the restaurant in relation to Douglas Aircraft (later Santa Monica Airport) and Hughes Aircraft (the Hughes Airport, the private airport of Howard Hughes that was closed in 1985).",1950,Matchcovers; Eating & drinking facilities; Restaurants,Culver City (Calif.),,,complete;,Monarch Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 7.5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00016.tif,Image,,image/jp2,14069600 Bytes,2663,1760,RGB,1564444808,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/30,30,wienberg30,42.jp2,Volume2/match00016.tif,/p15730coll18/image/42.jp2
Canfield's Big Rock Cafe,"Canfield's Big Rock Cafe occupied the Moonshadows location on the Pacific Coast Highway, between Big Rock Drive and Las Flores Canyon, during the 1950s. It was owned by Harry Canfield, whose Malibu Trading Post Cafe--at the other end of Malibu--burned down in 1949.",1952,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Big Rock Beach, Malibu;",,complete;,Monarch Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 4 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00021.tif,Image,,image/jp2,7199060 Bytes,2663,900,RGB,3719872,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/32,32,wienberg32,44.jp2,Volume2/match00021-0.tif,/p15730coll18/image/44.jp2
Canfield's Big Rock Cafe,"Canfield's Big Rock Cafe occupied the Moonshadows location on the Pacific Coast Highway, between Big Rock Drive and Las Flores Canyon, during the 1950s. It was owned by Harry Canfield, whose Malibu Trading Post Cafe--at the other end of Malibu--burned down in 1949.",1950,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Big Rock Beach, Malibu;",,complete;,Monarch Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 4 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00022.tif,Image,,image/jp2,7199060 Bytes,2663,900,RGB,3843881470,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/33,33,wienberg33,45.jp2,Volume2/match00022.tif,/p15730coll18/image/45.jp2
Canfield's Big Rock Cafe,"Canfield's Big Rock Cafe occupied the Moonshadows location on the Pacific Coast Highway, between Big Rock Drive and Las Flores Canyon, during the 1950s. It was owned by Harry Canfield, whose Malibu Trading Post Cafe--at the other end of Malibu--burned down in 1949.",1952,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Big Rock Beach, Malibu;",,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00023.tif,Image,,image/jp2,9907331 Bytes,2663,1239,RGB,4187068406,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/35,35,wienberg35,47.jp2,Volume2/match00023.tif,/p15730coll18/image/47.jp2
Canfield's Big Rock Cafe,"Canfield's Big Rock Cafe occupied the Moonshadows location on the Pacific Coast Highway, between Big Rock Drive and Las Flores Canyon, during the 1950s. It was owned by Harry Canfield, whose Malibu Trading Post Cafe--at the other end of Malibu--burned down in 1949.",1952,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Big Rock Beach, Malibu;",,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 5 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00024.tif,Image,,image/jp2,9907331 Bytes,2663,1239,RGB,271880950,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/36,36,wienberg36,48.jp2,Volume2/match00024.tif,/p15730coll18/image/48.jp2
Trancas Restaurant,"The Trancas Restaurant was built in 1949 after the Malibu Trading Post, on the same location, burned down. Today, there is a Starbucks Coffee shop at this location, which is in western Malibu at Trancas Canyon Road on the Pacific Coast Highway. This matchcover is likely from the 1960s.",1952,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Trancas Canyon, Malibu;",,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 4 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00026.tif,Image,,image/jp2,6951401 Bytes,2663,869,RGB,1930138839,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/38,38,wienberg38,50.jp2,Volume2/match00026.tif,/p15730coll18/image/50.jp2
Trancas Restaurant,"The Trancas Restaurant was built in 1949 after the Malibu Trading Post, on the same location, burned down. Today, there is a Starbucks Coffee shop at this location, which is in western Malibu at Trancas Canyon Road on the Pacific Coast Highway. This matchcover is likely from the 1960s.",1952,Matchcovers; Eating & drinking facilities; Restaurants,Malibu (Calif.),"Trancas Canyon, Malibu;",,complete;,Lion Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 4 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00027.tif,Image,,image/jp2,6899261 Bytes,2643,869,RGB,1373749908,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-11,2014-07-11,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/39,39,wienberg39,51.jp2,Volume2/match00027.tif,/p15730coll18/image/51.jp2
Brownie's,"Brownie's was a cocktail and piano bar located in the outdoor Santa Monica Mall, predecessor to the Third Street Promenade. The address was 1452 The Mall, Santa Monica.",1967,Matchcovers; Eating & drinking facilities; Bars; Nightclubs;,Santa Monica (Calif.);,,,complete;,Monarch Match Co.,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Matchbook, 4 x 11.5 centimeters",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00028.tif,Image,,image/jp2,7145060 Bytes,2643,900,RGB,847664148,Epson Perfection V500 Photo,SF Universal Launcher,PAY-324-01\paystuw,,,,,2014-07-17,2014-07-17,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/41,41,wienberg41,53.jp2,Volume2/match00028.tif,/p15730coll18/image/53.jp2
