title,description,creator,recipient,date,date-is-approximate,latitude,longitude,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,cdmid,objectid,youtubeid,object_thumb,object_download,reference_url
"Photograph of William Walter DeBolt, Frank B. Robinson, and unidentified female staff member working at a sorter","Photograph depicts (from left to right) W.W. DeBolt standing with his hands in his pockets, Frank B. Robinson with sleeves rolled up adjusting a sorter, and a female Psychiana Staff Member collecting materials as they leave the sorter.","","","1940","yes","","","single-page; photographs","Psychiana Headquarters; Psychiana Staff; Mailings","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_040","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","569","demo_psychiana569","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/569","https://digital.lib.uidaho.edu/digital/iiif/psychiana/569/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana569.html"
"Portrait of Frank B. Robinson [01]","Portrait of middle-aged Frank B. Robinson dressed in a three piece pin-striped suit and tie.","","","1935","yes","","","single-page; photographs","Portraits; Middle-Aged Frank B. Robinson","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_04","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","522","demo_psychiana522","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/522","https://digital.lib.uidaho.edu/digital/iiif/psychiana/522/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana522.html"
"Portrait of Frank B. Robinson [02]","Portrait of middle-aged Frank B. Robinson wearing a suit, tie, vest, and black pork pie hat.","","","1935","yes","","","single-page; photographs","Portraits; Middle-Aged Frank B. Robinson","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_05","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","524","demo_psychiana524","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/524","https://digital.lib.uidaho.edu/digital/iiif/psychiana/524/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana524.html"
"Portrait of Frank B. Robinson [03]","Portrait of middle-aged Frank B. Robinson wearing a three piece suit with pocket watch and sitting in an ornate chair with animals carved into the handles.","","","1935","yes","","","single-page; photographs","Portraits; Middle-Aged Frank B. Robinson","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_08","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","527","demo_psychiana527","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/527","https://digital.lib.uidaho.edu/digital/iiif/psychiana/527/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana527.html"
"Psychiana Certificate of Life Membership","A certificate of &#39;life membership&#39; in Psychiana.","","","1946","yes","","","photograph; certificates","Prayer; Alfred B. Robinson; Spirit of God; Moscow, Idaho; Graduation","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 29","MG101_b7_f29_003","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","394","demo_psychiana394","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/394","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/394.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana394.html"
"Psychiana Quarterly, December 1935","Issue begins with advertisements for Psychiana with question, &#39;WHAT IS GOD, REALLY?&#39; and contains various articles on the crucifixion of Jesus, Christmas, Billy Sunday, World War II and violence in Europe, and the state of Religion in Mexico. Issue also includes an inspirational poem and letter from Psychiana student with a story about her eyesight being restored.","Psychiana, Inc.","","1935-12-01","","","","multiple-page; quarterlies","Psychiana Quarterly","Crucifixion Story; Billy Sunday; World War; Psychiana Quarterly; Church in Decline; Psychiana Advertisements; Poetry; Healing","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 4, Folder 20","MG101_B4_F20_001","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","802","demo_psychiana802","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/802","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/802.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana802.html"
"Psychiana Religion Book List","Yellow pamphlet listing the various books printed by Psychiana available for purchase.  Includes all of Robinson&#39;s books and two by other writers.","","","1948","yes","40.713569","-74.023587","multiple-page; catalogues","Moscow, Idaho; God Power; Costs; B. E. Bentley; Marcus Bach; Robinson&#39;s Books","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 27","MG101_b7_f27_001","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","361","demo_psychiana361","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/361","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/361.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana361.html"
"Psychiana Spiritual Blitzkrieg button","A button featuring an illustration of Hitler and a quote: &#39;Believing that right is superior to brute force, I am helping to bring Hitler&#39;s defeat by repeating hourly, the power of right (God) will bring your speedy downfall.&#39;","","","1940","yes","","","single-page; buttons (information artifacts)","Hitler; Prayer; Moscow, Idaho; Blitzkrieg","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 11","MG101_b7_f11_042","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","998","demo_psychiana998","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/998","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/998.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana998.html"
"Psychiana What It Is","Flyer details the story of Psychiana and Robinson&#39;s life on the front. The back includes articles about Latah County farmers asking for loans and statements about how Psychiana has enriched the lives of students.","Psychiana, Inc.","","1935","yes","","","multiple-page; flyers","Psychiana Origin; Robinson&#39;s Life; Latah County; Psychiana Growth; Success; Farmers","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_002","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","311","demo_psychiana311","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/311","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/311.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana311.html"
"Quiet Talks With God - Proving God Lives in You","Quiet Talks With God included a series of 101 newspaper columns written by Frank B. Robinson to communicate teachings of Psychiana. Column 4,&#39;Proving God Lives in You,&#39; discusses the miracle of birth and the fact that some Power takes over once a fetus is conceived. Robinson equates this to the power of nature and, therefore, God. This article is edited into columns on glossy paper with corrections in pencil.","Robinson, Frank B.","","1941","yes","47.65557","-117.419063","multiple-page; clippings","Psychiana Teachings; God-Power","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 5, Folder 19","MG101_b5_f19_001d","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","34","demo_psychiana34","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/34","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/34.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana34.html"
"Sales - Agents Application Blank","Fill out and sign enclosed &#39;Sales Agents Application Blank&#39;. Notice to inform students about becoming sale agents for Psychiana and receiving a 33 1/3% commission.","","Students","1936","yes","","","multiple-page; application forms","Application; Commission; Teaching; Sales Agent; Spreading Psychiana","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 23","MG101_b7_f23_040","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","246","demo_psychiana246","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/246","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/246.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana246.html"
"Several portrait photographs of a younger Frank B. Robinson","Three portrait photographs of a young Frank B. Robinson, two of which have been cut out, wearing the same suit but posing differently in each photograph. &#39;Age 16&#39; written in pencil in white space.","","","1902","yes","","","single-page; photographs","Portraits; Young Frank B. Robinson","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_03","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","521","demo_psychiana521","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/521","https://digital.lib.uidaho.edu/digital/iiif/psychiana/521/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana521.html"
"Shall We Know Each Other Beyond the Tomb?","Advertisement for Robinson&#39;s book &#39;Shall We Know Each Other Beyond the Tomb?&#39;  Includes order form.","","","1937","yes","","","single-page; order forms","Moscow, Idaho; Costs; Robinson&#39;s Books","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 27","MG101_b7_f27_017","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","375","demo_psychiana375","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/375","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/375.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana375.html"
"Signed portrait of Tommy Burns at age 27 mailed to Frank B. Robinson","Signed portrait of world heavyweight boxing champion Tommy Burns at the age of 27, wearing his heavyweight belt with a personal note to Frank B. Robinson on back.","","","1942","yes","","","single-page; photographs","Tommy Burns; Celebrity Friends","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Robinson &amp; Friends&#39;","MG101_B6_Robinson_Friends_015","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","589","demo_psychiana589","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/589","https://digital.lib.uidaho.edu/digital/iiif/psychiana/589/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana589.html"
"Special Notice [02]","Letter begins by affirming Psychiana helps everyone find the God Realm. The majority and rest of the letter explains that Psychiana is not a wealthy institution and has not been receiving donations to cover the cost of its extensive overhead for operation and staffing. Robinson then asks for donations.","Robinson, Frank B.","","1938-11-16","","","","single-page; letters","","Donations; Finances; Hardship","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 4, Folder 27","MG101_b4_f27_018","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","387","demo_psychiana387","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/387","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/387.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana387.html"
"Study This Picture Carefully","Illustration of a stalk of corn. Text follows the illustration regarding the ways in which a person is like a corn plant.","","","1939","yes","","","single-page; flyers","God-Law; Realm of God; God-Power; Illustrations; Stephen Bern Dahlman","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 3","MG101_b7_f3_012","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","835","demo_psychiana835","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/835","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/835.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana835.html"
"Tack this up in your kitchen","Flyer includes illustrations of Hitler and Mussolini, reminding Psychiana students to say an affirmation and use the Spirit of God against injustice.","","","1941","yes","","","single-page; flyers","Spirit of God; Psychiana Affirmations; Hitler; Mussolini","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 31","MG101_b7_f31_022","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","443","demo_psychiana443","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/443","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/443.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana443.html"
"Test Tube&#39; Life Hopeless? Two Scientists Disagree","Clipping reports that man might as well give up trying to create life in a laboratory and affirms, via a quote from Dr. James Gray, that Biology provides no support as the origin of living matter in the world.","","","1933-09-08","","","","single-page; clippings","Science and Technology","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 5, Folder 24","MG101_b5_f24_020","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","99","demo_psychiana99","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/99","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/99.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana99.html"
"Thank God for the Atom-Bomb","Flyer claims the atom bomb is the first scientific proof of a power that lives in people. Also claims this &#39;POWER POWER POWER&#39; comes from talking to God.","Psychiana, Inc.","","1946","yes","","","single-page; flyers","Atom Bomb; God-Power; Science and Science and Technology; Talking with God","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_016","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","323","demo_psychiana323","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/323","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/323.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana323.html"
"The Amazing Story of &#39;Psychiana&#39;","Small card advertising a brochure about Psychiana for only $1.00. Includes detachable order form.","Psychiana, Inc.","","1942","yes","","","single-page; offers","Psychiana Headquarters; Psychiana Staff; Costs","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_107","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","354","demo_psychiana354","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/354","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/354.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana354.html"
"The Beginning of a Busy Day","Advertisement includes photo of Robinson sitting at his desk looking through many large stacks of paper. Caption asserts that Robinson receives more letters via U.S. mail than most professionals and answers every letter with sound and solid advice personally with the help of his staff.","Psychiana, Inc.","","1938","yes","","","single-page; advertisements","","Student Correspondence; Psychiana Headquarters; Mail","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 4, Folder 27","MG101_b4_f27_006","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","318","demo_psychiana318","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/318","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/318.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana318.html"
"The Life Story of Frank B. Robinson","Advertisement for Robinson&#39;s book &#39;The Life Story of Frank B. Robinson.&#39;  Includes order form.","","","1934","yes","","","single-page; order forms","Moscow, Idaho; Costs; Robinson&#39;s Books; Robinson&#39;s Life","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 27","MG101_b7_f27_015","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","373","demo_psychiana373","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/373","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/373.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana373.html"
"The Light Within","A flyer featuring an illustration of a lighthouse on the coast representing the light of God within the viewer.","","","1942","yes","","","single-page; flyers","Spirit of God; God-Power; Truth; Illustrations","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 13","MG101_b7_f13_013","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","1025","demo_psychiana1025","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/1025","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/1025.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana1025.html"
